Puzzle	Elapsed Minutes	Estimated Minutes	Difficulty	Improper
.46..58...2..6..451.......96..4.7....8.....7....5.9..83.......625..1..3...87..29.	4.40	4.00	0	0
.4..9..3.2..5.3..9...........31.56....7...4..6.......851......7.7.4.6.8..6...9.1.	5.72	4.07	0	0
9.3.5...8.......6....9....1.....7.4.........5.154.8..6.....9....2...4.8.6..18.3.4	18.31	9.25	1	0
3.........4.39.2.5..2.8...18.7.3.......2.5.......4...6....6.4..5.8.24.6.......7.9	5.69	5.59	0	0
............9.3.8....8.79...34..2..6.8....1...156..2....3.25.78.5..........3..6.9	6.01	4.48	0	1
6....457....6....4....51..3.6.3.......2...4....7....35..576.2..9....5.....4.83...	11.06	8.22	1	0
6....8.2....6...7..92.4...31.6....3...3.........7....59...5.21..8...9....2.4....9	11.84	12.69	1	0
1...........5.4...5.28.73.4......8...97.2.43.6.5...9..2.31.85.6.....3...4........	5.20	5.97	0	0
3..6.........3.5...1.7.......4..2.87..75..6.3....6.1....5.7......6..5..8.8.....4.	4.71	3.89	0	0
...3.2.5...7...6..94.....18..9.3.5.....2.8.....8.6....21.....9...........5.1.7.2.	4.53	4.85	0	0
82.19...............4..2876......3.7...4.6...6.9...1..1579................8.5..92	6.68	3.81	0	0
...1...2....4.53...1.9.7.4.4.......6..9...5..5.......8.7.6.12....28..7...4...3.8.	20.03	18.56	1	0
....623.....98...2.......69.6....27..9.....3..742...9.78...3...3...59....4287....	15.29	11.46	1	0
..4..1......63.........4.759.7....4.....2..3..3....6.1.1.8.....5...9.1.....4..96.	19.91	24.51	1	0
.9.7...6.81.3...47...4.5..26.......1...1.7...9...........5.6..847.2.3.16.6.....2.	10.63	8.18	1	0
4...28.6.51.94..3....6.....3.....87..7.....42.82.....3.....5....2..6...195.2....7	6.78	7.48	1	0
...89......74......46...3...1....29.9..67....7...5...1...9..8...72.6...........52	7.39	8.62	0	1
3..45...6...61.93..........67.5....22......5.........4.8....6...2...7..85..2.4.9.	4.94	5.44	0	0
..9...2.......9.7....5...98...748..3..53..8...2.1.....3...5.....72.....6..86.7.1.	8.83	7.35	1	0
8.........3.7...6.2..1.3..9.59...817.........6.....95....2.9..3.2.3.5.....8...7..	4.74	5.02	0	0
.1.9.5.3.8.......4..34.81..35.8.9.21.........62.3.4.95..52.69..2.......6.3.5.7.8.	7.68	4.45	1	0
.1..4.7..7......8.39....2....813..7.2..9..5..........41.5.6.....4.2....6.....7.1.	4.41	5.43	0	0
7.........8.7....1..4.398.....3.....6.9.1....5....4..7......2.92..5.3.8..468.....	11.32	9.23	0	0
.5.....8.1.........2478.93..87.3..5...........1..9.72..35.798..........5.4.1...9.	8.23	5.03	0	0
.....1..96.7...3.8..84.......48.27.............17.42....31.64........9.54..9.8..6	5.46	3.88	0	0
..15.78....7.....5......3...34....1.........67.8.9.2......39...1....5..2..58.19..	4.52	7.06	0	0
.....4......3.916.....71..9.4......6..8.25...251.4.....1.....8..3....9.2..76...3.	10.70	5.06	0	0
....3..1..12.....3.9.4..2.........64..9.78...5...9.....27...........2.368..3...7.	3.53	5.37	0	0
..7...16.35...2....4.76....8......47..36.5..2..2..4..12...4...6..4.3..7......7...	8.41	7.34	1	0
8.4256.....2..3.7......9.8.9..5..3.............8.....4.2.1......4.8..9......327.5	5.48	3.57	0	0
3..4..8.5.............2943.2.63..5.....1.....59.....16...7.61........2...3981....	5.33	6.04	0	0
.4.3..8..9.8.2.....3.....9.5...8...1.6.9.1.......3..2.3......85..1..94.....4..1..	12.56	8.41	0	0
....7.2....8....4..479.......2..5.6...34..8...8.3..7....5..267..6....1....9.8....	11.17	5.46	0	0
4.....65.....3..7.69.....48...5......3..1..9..6982.......16.8......7........8516.	6.11	3.60	0	0
.5.8..6..3...7..8.8..459...2...1.3...7.3...9....7..1267..9...5..1..3.8..632...4..	3.95	2.70	0	0
83...7......1..46..5....8.2....13..9...5......687....151...2.....4...3..6.7..9...	6.16	3.68	0	0
.3.....5...47..6.......81...176.9.8.8.......7..5..3.....62.54....2.4.....8.......	11.07	7.15	1	0
.9.6.5.7.7..2.8.64...........21..5....6...3....93.48...........86.7....3.2.8.1...	13.39	7.94	1	1
9.43.8..78.....15..7.........34.29..5926.........7....6.5..42.8...1.5..........7.	9.96	8.54	1	0
38.9..........1.4..5.86......3....52....14.7....7..4.....38..6.......9845.......3	9.92	5.90	0	0
38..1......5..39.....6...7....24....2....5..1.9....7...5....21...63....91......6.	5.64	6.87	0	1
...6.1.9....3.....7.6......1....8.75.........26...9.133.2...1.7...1......9.4.3.5.	7.68	5.84	0	0
......9....94.53..3.....68..4...7.3...2...1...7.5.9....3....528..59.1.....4......	8.32	4.38	0	0
..12.........8.4..3.....162.....9.23.1...6..4....7..9..8.5.......59.2.....283....	5.70	4.55	0	0
.59...7..2...9......6....8..216..5.7.....21.4.....7.3.....8....9..7....34.213.8..	12.19	8.40	1	0
..........7.5.1.2..25..387.19.....86..73.25....4...2.....6.9...8.......4....7....	4.28	4.81	0	0
...8.6....1..3..54....4.9......2.8.3.53.8..9.9......4.8.9....3..6...4.7..3.1.....	28.24	13.59	1	0
7.......1.1....34..8..7......59......93...42....6.29.....83..9...7.2....4.......6	7.17	5.51	0	0
54...2....7.35.....164........54...7....2634.....97.....4...68.63......1.......74	12.25	5.52	0	0
...2...1.8.9.6....5...19.6...7.....6......59.2.4...3...4..82.......9.8.1.3...1...	11.09	6.58	1	0
3.2.....1...2.4...1.......8...4.9...6.......523.....94..3.8.5...2...3.6.7..6.5..9	11.90	6.31	0	0
.2.....51.4..7..8...1.8.6...5...3.9....7.5...7..........529....9..3.4..61.......5	7.75	6.49	0	0
..8..3.9....2..78......8..1.4...1...32.5.6..7....4..5.4.........37..2..6.6.1..2..	13.35	8.87	1	0
7..5.2.....91..86................9...1.....4..583.47.26...2...4.........4..615..7	15.19	9.19	0	0
..73...95..9..8..18.......29...247.3...9.6....4..7.......2.....7......1.2657.....	6.98	5.73	0	0
..1.2..8.25...831......4..2..4.1....9....2..3....6.89.6..3......89.....7.2..4....	26.04	14.22	1	0
....9.....4.381.9...3...6...682.413...........2..7..6..........4..7.3..171.9.8.26	4.61	4.81	0	0
.45...72.....96....8.....3....1.5...4.........2.8...19.....4.733.69..8.4.........	10.59	6.41	1	0
2..6.9..4...851.9......2...4.3.......6.....3..5....786...2......9.315.2.1....6..7	3.86	4.10	0	0
...6..8.....271...9...5...256........71..9..3...1.3.8.6...............47..9.4..1.	5.80	5.01	0	0
...7.3....3....4.1.6..5....9.....7.3..5..89....4.9...2....86.4.81.....5....9.1...	3.44	4.07	0	0
..23.84...3.......1.......5...........37.48...64...27...6.9.5...8.....9.9..6.1..3	18.22	14.90	1	0
..4....5...56..2..12......3.4...5.1...64........2...69.3.5...7.5..9.83....9..7...	40.28	16.82	1	0
3..7..2.....64..1........9825.......8.3...7.5..1..9...13.........6.14.....5..7..3	20.02	10.29	1	0
...82......75..6...21....5.......2959.......713.........8..134..9...6.1.....48...	5.76	5.57	0	0
985.1..............7.5.3..2...2.64..5.......8..17.43...1.....97..........92.7.8.3	13.19	90.34	1	0
52.....6......6...8...9.4........35...528....7.......6....5..2...3..7..141...9.8.	15.86	9.24	1	0
4......2....19...619........3....6.8.....9.4...62....3.....3...8139.........6.7.5	4.37	5.41	0	0
2..........78..6..89...2.1...5....8....3.9....3..2.9.....5...37..8..61....4.....2	9.82	7.16	1	0
.23..94..........94..2...132..1.6...........8..7..3...68...7..11.....7....538..9.	10.97	8.19	1	0
3..8..5.....2.....9..4.5....6.....59..5.3.6.724.....3....9.8..1...........8...7.6	6.32	4.96	0	1
.7.41.6..9......383......7.4...7.59..375......8.2.....62.1...4.....648......2.7..	8.70	4.01	0	0
..1.2..95....198..2...6............7632.......5.2...3..2.....645....49..4..8..1..	23.06	7.64	1	0
..91.54..5........28.4...69...2.7..1.........4...8...7.5.3.8.2.6.......8..45.....	4.55	3.79	0	0
69..7..158....1..7.........7....3....1.......3..627..4.........5..4.8..218..6..59	3.99	6.75	0	0
6..8.2..1.5.........7...29...62.74............259.13...6..3..8..........84.5.9.13	13.53	7.41	1	0
8............685.2..94.......2...1.7.3..2.....6....3...8.1.3.......8.9.1.5.9...8.	11.11	9.86	1	0
.2......5.97...42....9.8....6.....5....7.63...52...17...36.2.......7.....19...23.	6.01	4.03	0	0
2.9...7.....9.3..5......82.9.8.........5..1.6.7......35..41.6.24....6......7.2...	11.67	6.46	0	0
...5.7.....36.12......8.............47.318..23.1.4.7...........285...934.3.....8.	5.37	6.00	0	0
..41..2......4.7..39..57..8..5.9...7.817.435.2...3.1..7..46..32..3.7......2..96..	2.31	2.57	0	0
..........78.1.25..267.539..9.4.8.3...........6.9.2.1...72.658..82.9.67..........	15.07	15.11	1	0
...54...........79..61.....6.93....82....13......6.42......8..7.1...4...32.7..1..	3.98	3.62	0	0
2...39.........7.1...8...6...4..23..8......5.9..6...84.8.4.....4.7.25..8.5.....7.	11.39	10.55	1	0
..1....9...7.4........16..8.5..79....8.2.4.1........34....6..27.3....8.6.16..7...	8.79	8.99	1	0
.5.........96..1.88.27.9...........4.6.37..5....96....61...3..9.2..4......8....6.	5.30	6.74	0	0
.3......99....62.....8..7.6..9.3....48......56..2..1.......1.2...7.6.3.....7.4...	11.22	9.30	1	0
..6.38.......6.9...132..8.61.....6..45.....93..8.....56.4..128...2.4.......92.5..	7.14	9.56	1	0
....7..2.3..25.16....1.94...8.....4.72.9..51.5.....6...5..9....96.32......85.....	17.50	8.84	1	0
...6.5.....8.7.9....3........1.3....6....81.42.94..7.34..856..1.........1.......7	4.84	6.16	0	0
.81.5....26........4....3..8..97..5....26....5...4.1...3....87.......56.1..3...2.	5.18	5.19	0	0
.23...4..79.....5.............6.87..8.17.92.6...5......4..5....9.7.....26...8...7	4.65	5.78	0	1
....7......5.6...42.....8.9.........8.1..3.7...31...6..5..........824..5.1.5.79..	8.63	4.76	0	0
...........7...9.6.8.3.5.4.1..5.46.9.7.....8...26..5.....4...3.4.9..8..2.........	5.25	5.50	0	0
8..5...7.2.....348....3............6.4.6.1.2.1.2..9....7.2.6..3...3..16......47..	10.44	5.46	0	1
.4.2...7.5.......3...94....9.....2...21...64...6.....9....62...6.......7...1.3.9.	6.14	7.43	1	0
..79...2....5...3.1.8......51..64.......1.76....2.........4..72671.8.9...........	7.44	4.55	0	0
.72.5........13..4...6.7..5.234789..14.5.6.87..813945.8..9.1...2..76........8.54.	2.59	2.60	0	0
.9...152.6....2..43..9.....42.7.9...5..........1..5.4.........7...6....3.7328..6.	10.44	5.33	1	0
......48..698........2.3..7.5.......2...416....1...7.5....3....4......237.6..9...	5.74	6.52	0	1
..4.6..71....18..61......5....5.......5...93.....94....4......72.164....38....5..	10.53	9.13	1	0
...........28495...6952378.59.2.7.14.16...29.....5.......684.....5...4..6.......9	3.15	3.32	0	0
....5.72.4....65..67..3.....21......3.....4.8.......1....52..47..96......1..7....	10.27	6.56	1	0
5.2.7...4.....17...8.3.6..1.65...9..........2..7...15.8..6.5.....9......6...9.3.5	4.68	7.90	0	1
.32..7...5.71....91.......5.6....13......9.......64.7....5...9....7.32...58.....7	9.59	6.35	1	0
2.......398...3.57...5.2............74.....81.1..4.57..7.........26.93.......5...	8.71	7.79	1	0
.9.1.2...6.......2.87...3...3.8...7.4.1.....6...9.1.4..68...73.7.......8.....3.6.	3.82	5.50	0	0
..486..1....9..254.......8..8......1.927.6.......1.72..13....4.5..2......6..45...	9.11	5.95	1	0
.9.3.6.1.3....7..9.7.....5.8.9.....6....4......4...9.....8.1....36...58.5....2..7	5.79	7.07	0	0
.....6..3..1.........5..86.2...6.4....4..37....9.4...2.93..7.........2..47.83....	8.28	7.13	1	0
1....8745....36.1.........27.8.............74..1.2......79612...89...........7.6.	4.37	4.38	0	0
6...8......9..745......5..7.....85..8...6...2.145...3....3....5.2...4.8.....1.2..	20.26	13.73	1	0
.....62.9...3..17....29.3....5.....2..1..398.....1....896.5...4.4.......1..7.....	8.29	8.93	1	1
.....4....3....7...78...5.39..872......4.9.......6...52.1...67..5.....1....1..8..	8.48	7.36	0	1
.34....9...6........8942.1..4.8....1.8.....3.1....3.4....397........14...6....7..	4.04	5.73	0	0
....4...94.8.1.2...9.5.......4.9.1.737.8...........5.2.1.6.3...........67..4.5.9.	12.07	8.86	1	0
..9...1..2....3...3...1...6...3.4..5..5...4..43..89.2.6.......45..4.6..7..2...9..	15.34	9.07	1	0
...1.465....6.5.27..47.....89....1.6.46...2.5.....28..9.841....4.3.59...5.......2	2.63	2.93	0	0
.1..5.7..7.9.4....5.......6..36...92..85.91..49...83..9.......3....9.2.5..7.1..8.	3.76	4.15	0	0
....79...9.3...5..62.8..........24533.......689............7.64..6...9.5.4.19....	10.00	4.41	0	0
5.7..249.......2.5....8..7178...5..22.6........5....8...48..5.3...6.9.......41...	8.55	6.80	0	1
2.......4.71....9..94...81....264.5....1.8....2.975....6....48..4...756.9.......3	28.47	11.66	1	0
...8....3...29...8..3..615..1..4..9.52.3.......6........8....7..641..3..23.......	4.99	4.76	0	0
..8.3.....1.....5......6..........42.3...7...56.....18...2.3....9..4......4.8.2..	7.12	6.65	0	1
..6..8...51..3.49..97.2........7.9.4...3............23....8..1.359..48..8....9...	6.42	5.57	0	1
...........4.87123.93...........4835......7..56.1......1..2..6..7.4..2.1...6...4.	8.71	7.18	1	0
.1.9...2.48.2.5..6.......5.5.3..6...............5..194.2....5..8......41.9...2.7.	11.54	5.52	0	0
.2..63....8.....476........4..8.5...2...1...6.....7..4........831.....9...879..3.	8.26	5.50	0	0
.....8.4.6.7.93...4...7....74......6.81...5..2......87........5...5..9.8.257.1...	5.96	4.18	0	0
.......4.31..6........57..3.8...2.6..4....93..9.7..41.6..98.7.......1....326..8..	5.12	3.95	0	0
9...5.2.1.......746..3.4.....51...6....9.2....2...79.....6....3458........3.9...5	4.14	4.08	0	0
5.7......4.3..72....2..6..93..18......4..........95..1...4.31....9...6.4......7.8	11.77	7.76	1	0
........6...176....4....9...57.4.32...........28...7...84...57...9.84...5.6...4.2	5.08	5.67	0	0
4..6.7.8.9....2..78..5.9..4.8.....3.........9.7.....6....3.5...3..2.....1..4...58	13.94	4.93	0	1
3.......1...385....49...75.6...5...7.7....1....2...5...2.....6....2.4.....39.64..	8.42	5.44	1	0
..1.2.6............586.314...7...4.8....74...6.......3.4.3.782..2.....5...6...7..	10.11	7.62	1	0
........5.2..4.....473..8...3....1.97.......29.8...46...6..439...3.9..7.1........	6.67	5.18	0	1
1.7...9.4...9.5....3...1.5.4.......1....8.....12...57...3.2.8..7..6....2.9.....6.	15.63	10.52	1	0
7.8..5.2...3.6.....4.7..1...3.2....8.....7.1.5...4.3....7.2.9.3.9.......1..9...5.	29.42	17.80	1	0
...2.4..72....7.1....3..8....2...6.5.4.6.....7.....94.1.7..8.....5.9.3..83.7.....	11.59	7.84	1	0
..39.6.....5...9...8.....47.4.2.1.6.1.......2...5.3.8..3.....9...4...8....96.81..	19.13	14.80	1	0
.43..91.5.....56..1..4..3..8.........7...82..692....7....8......3..2......79.35.4	19.94	9.10	1	0
.72...8..3...2..9.6..35......17......29...1.......8..74...1..5..3....6....8..4...	3.67	4.24	0	0
.6...9...4.....3.2....824.........68..8...2.11.5....3..91.7...3...9......2..4.1..	21.40	9.13	1	0
.5.4..9...4...3.5.3.257.1...8.....4.......2..523....9.....28...41.6.......7..4.1.	20.53	8.84	1	0
.1....37.4.8..9...5.....6....7..1.9...1...4.8.9.4.3.....9.....71..9..2.5.85....6.	6.99	4.41	1	0
7...8....3.6..2..4...5.1.......5..6...57....9...4..5.3.3.........4..69.56.8...3..	4.25	6.13	0	1
3.4....5..1..4.....6...58...36.2.......7...1...93..6.7.7.8........9....2..1....93	7.06	5.11	0	0
..........67...9...53...87.....15...4..6.8..5.....4...8..2.1..3.2..5..9..7..8....	8.01	6.87	0	0
.4.........8....7...7326...43..8.6..2....9...5..6....4...53......5..7.61...1..4..	5.19	4.50	0	0
21........3.8..6..4..7.6..15...29....6.....52........36..9....7..94.7.6........1.	10.63	6.97	1	0
.81......43...8.....532...12...75.......1...7.....923....4...1...9...8..64......3	4.36	3.60	0	0
.7..3.5...1.....98......6....57.9...8.......9...4.62....91..3.675.....2...4.2..5.	22.91	7.85	1	0
.3864.5......82......3...4.3...78.9..74.....8.6....3..62.7....9..7.29.......6....	13.16	17.01	1	0
65..1...48.2.......4.2...87..4.3.6..5..12..4......9..2...7..4....5.8...63.1..4.9.	11.26	6.48	1	0
..38.41.58.6...7............5.2.........7.......3.9.2...4...3..6.8.....29.7538..4	10.87	5.18	0	0
7......924.....6...6...4...9.18.2.4...........2.9.5......2...7...5..8..983.1....6	5.54	5.66	0	1
...8.3...7.9..2.58...........7.1.3.....4.9...6.15..8.9..8...4..5...8...6...6.5...	5.19	5.43	0	0
..7...1.6..65...4214....5...6......9....14.......7..3.294..5....3...7.....53....4	12.32	10.89	1	0
34......8.9...3.6....8.5..292.7...83.........5....6.141....9..5...6.8...26.....4.	11.51	4.77	1	0
9.31.5..4..8...6...2.....9..57...18.3.......64.18.3..5...5.......9...7...1.....3.	3.57	4.53	0	1
.......1..4.26...99..3.5.........4...86...57.4.7.8..6....6.1..36...79.8..9.......	14.53	7.49	1	0
48....97..5.4.......9..3..5...84......2.5.3......27...8..9..5.......6.3..6.....42	3.50	5.48	0	0
...3....7..84...2.6..9..1..365..1........4......73......4....7..8....9.559.....48	8.69	6.20	1	0
.32.5.........9..46.....9..4.......6...3.1...25......7..7.....154.9.8.......2.5..	7.29	5.04	0	0
..6..1.3.1...5.9.43..8..6...7.3........1.24......7.25.....9....2.....36.64.....1.	4.90	4.20	0	0
...8..9..1.....4752..1..........128....5.8.....869.........7..632......9..4..9...	8.22	4.87	0	0
..4.8.....3..96.....94538.......8.2.....4...3.....94.6.4........56....7.9835.....	14.23	6.44	1	0
...7.1....1...5.4...5896....58...23.4..6.87...3.....9..8.9...5.3.4...6...........	3.65	4.43	0	0
..79.25...9.....4...4...6..4.25.1..6.7..6........2...7.3.817.9...96.38...........	11.71	7.51	1	0
1....7.9..3..2...8..96..5....53..9...1..8...26....4...3......1..4......7..7...3..	133.46	2513.67	2	0
9......8..5..98.3....3.491..9.6......8..5..2331....5.4....2.1...24.6..5.5.843....	2.32	2.76	0	0
.....1.......5...62.86......52.9.4...6.3...8.1.....37......8..5..7.64....4....7..	2.90	3.52	0	0
2.9............8...38..19...4...7...5......7.3...19..5....6.2.4...5....6..7....89	12.87	6.91	1	0
...1.3.8..9...26...........8.....26.1...4.....5.6...1..4.........5769...3......28	7.77	6.68	0	0
.95....21.24......3..1.4......4..98..1...6.....3..82...............83.....67.1.32	11.40	7.15	1	0
..4.8.......3.....5...6..81...2...9.6.2...7.5.5.4.8...37..4..52..6..31......2.8..	5.56	3.96	0	0
..5.2.....1....6...48...53..3.1..46......4.......5..8....43.......9.5.71..6..7..2	5.22	5.11	0	0
.....5..18.....26.5.24....3.7......2.3.7.......93.68.......4......68.5..3....14.7	10.58	5.93	0	1
.......8.6.17....47..5.2....65...8......1.....1....97....4.9...9.7..86.5.4.....1.	11.25	6.46	1	0
.2.8..97....9......3.....28......7..5.4..71.6...1.9..547.....5..1.5..4....36.1...	6.50	4.56	0	0
............8.45..61..3..24....5...7....8....43..9...2.......68..75.29...2.....5.	6.61	4.83	0	0
2.......684.9....1.9..........8...3..3..9..5...5...2.....2.6.1.....5....4..1.3..8	6.49	6.59	0	1
...32......6....749...5.1...6....95...4......3..2...6..9..4........86..2.8.5..6..	7.68	6.77	0	0
...964..36.....2..8..3..7....8....722..8....94..6..18.562..9.....1.......9.7.....	5.53	4.39	0	0
....7.2..7.3..8..5..4..1......9.21.441..3.....9.....6....5...3.9.8...7....672....	13.03	6.95	0	0
6..4..3.7.5..7.9...........7...5.....8...1.5.....6...937.....84.1..2....8.5..46..	28.86	14.35	1	0
.61..49...8.9....62.4.....7....6....4....5.8...9....2..1...6....46.5.3.......75..	11.46	6.75	0	0
.4..7.3..3.5.....7.2.....915......6...87......6498.....7.2...8.......2.6....98.4.	6.05	6.64	0	0
.5..23...9..7.4.....1.8...5.6..4..8....5..2.1..7..2.9..92....4.6.4...7..........9	15.79	7.71	1	0
..716....1..2..76.........4..93..4..28.....5...4..8...3.2.......76..4..3....7.5..	9.82	5.60	0	0
2...6....8..5.2.17..6...5...8.....3.6..9.8..1.......4...5...3..93...7.8.7...9...4	12.72	7.09	1	0
...2...4.7...6..236..4...........79.8.6.5...1.5..7...6.9..45........2..7...3...1.	5.72	4.07	0	0
.4....72.8...9...57...2........7.8....49..31...8.1........49..62...5...7.36....5.	4.77	4.68	0	0
.1.4.8.....956...4....1..5.75.....41.84...62........7..6..7....9..18.5.....9.4...	31.50	8.87	1	0
.......25...8.36.....1..8.4.13......48....1.77.2...3...5..64...2.451....8..2.....	9.67	6.63	1	0
...63.4...5.....2.3..4....94.6...1.8..........9..7.....2.1.986.....5.....3.....1.	6.82	6.30	0	0
..4..83.....96..2.37.....8.8......5..5.6.2.3.....1....78.....42.62.7......51..7..	7.04	6.62	1	0
.7...9...5..2...67..........1...5872.........2..6...4....5....1.9.7.2....8.1..3.9	25.51	48.32	1	0
...6.5....84...57.3.1.7.6.28..954..7.........9..168..45.6.9.3.1.13...89....3.6...	3.00	2.90	0	1
......84...67...592.1...6.372........53...1..1..8.9......36....9...7...8.....1..5	15.33	5.14	0	0
..3.......4...23...7...8.1.6..8.9.5.2.......6.9.6.1..3.2.1.7.8...4....2.......1..	5.66	7.19	0	0
...27.5.1.....6......3.4..26.2...85.4...2.....83......8..7....49..1....6..6...19.	8.09	5.09	0	1
.5.2.4....1358.....6.....4.17..5..2....71...93..............3.2..73........1428..	6.40	8.29	0	0
9..71...........2.....9.3.5...1..56..6...3.....8...73.63....1...2..7...947.6.....	23.46	13.50	1	0
2......14..4.9.3....8.5.........8..2....7....5..6.2..8..9.3.8....5.6.7..71.....39	7.44	5.23	0	0
.7.......6.89.7...3...5.98.....4.......1.25.372.8...9........7...6...2.4.4.36.8..	11.20	5.06	0	0
.....7.....79....4..8.13..6...........3..98.......5.71.49......7....1..5.2.5.6..3	5.15	4.94	0	0
....435....35..8..7...8....8....1.2.3.7...4.5.2.9....7....9...8..4..83....5.7....	2.87	4.20	0	0
....2.3...4..38.2.....7..5.....6.24..619......2......76..1......982.....1....3.6.	9.58	7.52	1	0
..7.1....6...8.7.3.9.4...2......5.4.9..1...5..1..6.2...6......5.4...98..2...3....	6.48	6.06	0	0
2.7....3....478..1.....2.9......5.....5...317.4....6.9....3.1.87.8..6...5.4.8....	4.96	4.53	0	0
